Code,Description,LAT,LON
11676,"Kinshasa, Congo (Kinshasa): N'Djili International",-4.3859968,15.446135199999999
11677,"Fillmore, UT: Fillmore Municipal",43.81406595,-91.82933166546536
11678,"Finschhafen, Papua New Guinea: Finschhafen Airport",-6.621750099999999,147.85405
11679,"Fitzroy Crossing, Australia: Fitzroy Crossing Airport",-18.1818561,125.5591592307528
11680,"Al-Fujairah, United Arab Emirates: Fujairah International",25.11089035,56.32277968956618
11681,"Karlsruhe/Baden-Baden, Germany: Karlsruhe/Baden-Baden Airport",48.778712,8.081971954529305
11682,"Kisangani, Congo (Kinshasa): Bangoka International",0.48289799999999994,25.3363368043087
11683,"Fukui, Japan: Fukui Airport",36.143171,136.223172
11684,"Franklin/Oil City, PA: Venango Regional",41.3775283,-79.8580804756028
11685,"Fukushima, Japan: Fukushima Airport",37.2272,140.4306
11686,"Zephyrhills, FL: Zephyrhills Municipal",28.226594199999997,-82.15837574200107
11687,"Valkaria, FL: Valkaria Airport",27.9627298,-80.55944760626946
11688,"Chipley, FL: Vosikas",,
11689,"Bunnell, FL: Flagler Executive",,
11690,"Williston, FL: Williston Municipal",29.35602325,-82.47571580131816
11691,"Florencia, Colombia: Gustavo Artunduaga Paredes",1.5890187,-75.564229
11692,"Floriano, Brazil: Floriano Airport",42.806563700000005,13.784055084839066
11693,"Fond Du Lac, WI: Fond Du Lac County",43.7705206,-88.48983247614187
11694,"Flensburg, Germany: Flensburg Schaeferhaus",54.77174585,9.37996456704682
11695,"Flagstaff, AZ: Flagstaff Pulliam",35.140398250000004,-111.67020441781051
11696,"Falls Bay, AK: Falls Bay Airport",42.589762,-72.52117984465119
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",26.072017,-80.15099673135214
11698,"Florianopolis, Brazil: Hercilio Luz International",-27.67016795,-48.54165056411335
11699,"Florence, SC: Florence Regional",34.185128950000006,-79.7253999100574
11700,"Florence, Italy: Firenze",43.80928725,11.199120619746797
11701,"Flinders Island, Australia: Flinders Island Airport",-40.08978975,148.00199212585613
11702,"Flat, AK: Flat Airport",62.4525,-157.9888889
11703,"New York, NY: Flushing",43.0570222,-83.80406579999999
11704,"Leavenworth, KS: Sherman AAF",,
11705,"Santa Cruz das Flores, Portugal: Flores",39.45257935,-31.130758652488126
11706,"Fallon, NV: Fallon Municipal",39.4995272,-118.7496591
11707,"Formosa, Argentina: Formosa Airport",25.07931745,121.2345925139884
11708,"Five Mile Camp, AK: Five Mile Camp Airport",,
11709,"Falmouth, MA: Cape Cod CGAS",,
11710,"Kalemie, Congo (Kinshasa): Kalemie Airport",-5.8775053,29.2461933
11711,"Farmington, NM: Four Corners Regional",36.741440399999995,-108.22886455865157
11712,"Greven, Germany: Muenster Osnabrueck",52.13422065,7.682959395054384
11713,"Fort Madison, IA: Fort Madison Municipal",40.65876315,-91.32571543109621
11714,"Fort Myers, FL: Page Field",26.58587405,-81.86208116020099
11715,"Freetown, Sierra Leone: Freetown Lungi",8.616911550000001,-13.198490742901265
11716,"Funchal, Portugal: Madeira",32.6980937,-16.77387632784479
11717,"Nimes, France: Nimes Garons",43.75849265,4.415371194550243
11718,"Pyongyang, North Korea: Pyongyang International",39.22955205,125.67704455629892
11719,"Fort Collins/Loveland, CO: Northern Colorado Regional",40.4490334,-105.01094306197693
11720,"Funter Bay Alaska, AK: Funter Bay",58.2550353,-134.8966922
11721,"Flint, MI: Bishop International",42.960755299999995,-83.74563177999202
11723,"Fort Bragg, CA: Fort Bragg Airport",39.47316970000001,-123.7952935
11724,"Fuzhou, China: Changle",25.93509645,119.66665606836229
11725,"Fort Dodge, IA: Fort Dodge Regional",42.55024315,-94.19327977300439
11726,"Topeka, KS: Topeka Regional",,
11727,"Foggia, Italy: Foggia Airport",41.43160885,15.536306786557535
11728,"Westhampton, NY: Francis S. Gabreski",40.84284135,-72.63215666600638
11730,"Fortaleza, Brazil: Pinto Martins International",-3.77636325,-38.537177278085906
11731,"Freeport, The Bahamas: Grand Bahama International",26.556512750000003,-78.6955864137168
11732,"Fort Pierce, FL: Treasure Coast International",27.49413195,-80.36605600629134
11733,"Perry, FL: Perry-Foley",30.07064925,-83.578345976692
11734,"Patching Lake, AK: Patching Lake Airport",,
11735,"Ventura, CA: San Nicolas Island NOLF",,
11736,"Kodiak, AK: Lilly Lake",57.805942,-152.3740329
11737,"Katmai National Park, AK: Trident Volcano",,
11738,"Annex Creek, AK: Annex Creek Airport",47.447567299999996,-122.3080158569515
11739,"Davidson Creek, AK: Davidson Creek Airport",36.11958985,-86.68308703291841
11740,"Snettisham, AK: Snettisham Airport",58.13433489999999,-133.7297486
11741,"Fire Island, AK: Fire Island Airport",61.1683333,-150.16027780000002
11742,"Scott, KY: Georgetown Scott County Regional",38.2343661,-84.4344943
11743,"Greens Creek, AK: Greens Creek Airport",42.666562899999995,-70.8528254
11744,"Gull Cove, AK: Gull Cove Airport",39.3859082,-74.4254622
11745,"Flora, IL: Flora Municipal",38.66430370000001,-88.45386153314138
11747,"Karta Lake, AK: Karta Lake Airport",,
11748,"Manzanita Lake, AK: Manzanita Lake Airport",32.697491,-116.26475042071439
11749,"Shrimp Bay, AK: Shrimp Bay Airport",41.8646075,-72.60587149999999
11750,"Dry Bay, AK: Dry Bay Airport",40.696673100000005,-99.8345637
11751,"Josephine Lake, AK: Josephine Lake Airport",42.5101682,-123.38851809999998
11754,"Libby, MT: Libby Airport",48.2835677,-115.49099550000001
11755,"Volcano Bay, AK: Volcano Bay Airport",,
11756,"Fort Glenn, AK: Fort Glenn Airport",26.58587405,-81.86208116020099
11757,"Babe Islands, AK: Babe Islands Airport",,
11758,"Kahli Cove, AK: Kahli Cove Airport",55.9578192,-133.2571575
11760,"Frankfurt, Germany: Frankfurt Main",-37.7947006,-72.6872025
11761,"Franca, Brazil: Tenente Lund Pressoto",,
11762,"Friday Harbor, WA: Friday Harbor Airport",48.5236309,-123.0251061580843
11763,"Frankfurt, Germany: Rhein Main AFB",51.68923925,8.776796947698077
11764,"East Farmingdale, NY: Republic",40.73081665,-73.4173401124594
11765,"Forli, Italy: Forli Airport",44.1954672,12.067528607688965
11766,"Fairmont, MN: Fairmont Municipal",39.44759620000001,-80.16738783149802
11767,"Floro, Norway: Floro Airport",61.5829658,5.0209567
11768,"Fresh Water Bay, AK: Fresh Water Bay Airport",13.35480065,-81.35740691731638
11769,"Front Royal, VA: Front Royal-Warren County",38.91737455,-78.2547337875
11770,"Flores, Guatemala: Flores Airport",39.45257935,-31.130758652488126
11771,"Bishkek, Kyrgyzstan: Manas",47.94718495,0.20021233571302127
11772,"Francistown, Botswana: Francistown Airport",-21.159931600000004,27.472127185200854
11773,"Fryeburg, ME: Eastern Slopes Regional",43.989853100000005,-70.9471375
11774,"Figari, France: Figari Sud Corse",41.50326675,9.098326639079088
11775,"Sioux Falls, SD: Joe Foss Field",43.58269775,-96.7412095768645
11776,"Fort Sill, OK: Henry Post AAF",,
11777,"Fort Scott, KS: Fort Scott Municipal",37.7972276,-94.7688137
11778,"Fort Smith, AR: Fort Smith Regional",35.3392525,-94.35697826263008
11779,"St. Pierre, Saint Pierre and Miquelon: Saint Pierre",46.76273215000001,-56.17769546311889
11780,"Ft. Stockton, TX: Fort Stockton Pecos County",30.9162604,-102.9101068889362
11781,"Shizuoka, Japan: Shizuoka Airport",34.7965038,138.18413707216476
11782,"Fort Collins, CO: Fort Collins Airpark",,
11783,"El Calafate, Argentina: El Calafate Airport",-54.817392000000005,-68.3053314
11784,"Denver, CO: Front Range",39.7915395,-104.54906390000001
11785,"Fort Knox, KY: Godman AAF",,
11786,"Fortuna Ledge, AK: Fortuna Ledge Airport",,
11787,"Fort Dauphin, Madagascar: Marillac",-25.04204875,46.95019958578181
11788,"Masvingo, Zimbabwe: Masvingo International",,
11789,"Dallas/Fort Worth, TX: Fort Worth Meacham International",32.8186231,-97.3614385
11790,"Atlanta, GA: Fulton County Airport-Brown Field",33.7789954,-84.5213205
11791,"Fuerteventura, Spain: Fuerteventura Airport",28.4471242,-13.866147581598087
11792,"Fukue, Japan: Fukue Airport",32.66639385000001,128.8329748928134
11793,"Fukuoka, Japan: Fukuoka Airport",33.586802,130.44739386660302
11794,"Fullerton, CA: Fullerton Municipal",33.871828550000004,-117.97970761083492
11795,"Funafuti, Tuvalu: Funafuti International",-8.5216688,179.19894234012483
11796,"Futuna Island, Wallis and Futuna: Futuna Pointe Vele",-14.31162025,-178.06665098996768
11797,"Osprey Lodge, AK: Osprey Lodge Airport",50.411912799999996,-73.8770418
11798,"Baledogle, Somalia: Baledogle Airport",,
11799,"Baikonour, Kazakhstan: Baikonour Airport",,
11800,"Sonora, TX: Sonora Municipal",30.583823,-100.6493364782145
11801,"Fallbrook, CA: Fallbrook Community Airpark",33.3545442,-117.25113851545376
11802,"Dadaab, Kenya: Hagadera",0.06369775,40.30945715281805
11803,"Wickenburg, AZ: Wickenburg Municipal",33.97163925,-112.7911721561339
11804,"Othello, WA: Othello Municipal",46.79466485,-119.08013950260008
11805,"Lake Providence, LA: Byerley",32.8228358,-91.1876524
11806,"Amberley, Australia: Amberley Airport",52.30937720000001,4.7608255999999995
11810,"Culbertson, MT: Big Sky Field",48.1532318,-104.50621269999999
11811,"Aurora, OR: Aurora State",45.2482936,-122.76797683842649
11812,"Quincy, CA: Gansner Field",39.944128899999995,-120.9461071
11813,"Donlin Creek Mine, AK: Donlin Creek Mine Airport",,
11814,"Three Forks, MT: Three Forks Airport",45.878154,-111.5695459354236
11815,"Rexburg, ID: Rexburg-Madison County",,
11816,"Latacunga, Ecuador: Latacunga Airport",-0.91030665,-78.61634861098642
11817,"Las Palmas, Peru: Las Palmas Airport",-10.2946022,-48.3573915
11818,"Kernville, CA: Kern Valley",35.72553935000001,-118.4188011470241
11819,"Golden Creek Mine, AK: Golden Creek Mine Airport",,
11820,"Grace Harbor, AK: Grace Harbor Airport",41.02601635,-80.41418028298598
11821,"Unuk River, AK: Unuk River Airport",,
11822,"Deadhorse, AK: Inigok",70.0023759,-153.08547019999997
11823,"Fort Wayne, IN: Fort Wayne International",40.97982879999999,-85.18790460107074
11824,"Fort Worth, TX: Fort Worth NAS JRB/Carswell Field",,
11825,"Farewell, AK: Farewell Airport",62.50177185,-153.89687510043277
11826,"Fort Worth, TX: Fort Worth Spinks",32.565024199999996,-97.3102618
11827,"Fort Lauderdale, FL: Fort Lauderdale Executive",26.1975835,-80.1703238
11828,"Kaktovik, AK: Bullen Point AFS",,
11829,"Nova Freixo, Mozambique: Nova Freixo Airport",-14.815988699999998,36.5316201
11830,"Clinton, IN: Frankfort Municipal",40.27466075,-86.56484838598652
11831,"Forest City, IA: Forest City Municipal",43.23478815,-93.62332313762406
11832,"Faya-Largeau, Chad: Faya-Largeau Airport",17.91760565,19.107749750503856
11833,"Fort Yukon, AK: Fort Yukon Airport",66.57354795,-145.24090199463737
11834,"Fayetteville, AR: Drake Field",36.0052799,-94.16883597573414
11835,"Filton, United Kingdom: Bristol Filton",,
11836,"Lafayette, GA: Barwick Lafayette",34.68796685,-85.29007507529184
11837,"Carrollton, GA: West Georgia Regional - O V Gray Field",,
11838,"Atlanta, GA: Newnan Coweta County",33.3118628,-84.77123548267798
11839,"Gracias, Honduras: Gracias Airport",14.5737187,-88.59702390000001
11840,"Gadsden, AL: Northeast Alabama Regional",33.971677549999995,-86.0868927746675
11841,"Gabes, Tunisia: Matmata Northeast",33.73217605,9.916118712364893
11842,"Gaithersburg, MD: Montgomery County Airpark",39.16741295,-77.1626858259865
11843,"Yamagata, Japan: Yamagata Airport",38.411742700000005,140.37009530000003
11844,"Galena, AK: Edward G. Pitka Sr.",64.73703425,-156.9332819814526
11845,"Gambell, AK: Gambell Airport",63.7663034,-171.73268001027537
11846,"Gan Island, Maldives: Gan Island Airport",38.9611497,121.53541299999999
11847,"Guantanamo, Cuba: Los Canos",42.35763950000001,-3.621585214088421
11848,"Gao, Mali: Gao Airport",16.252912300000002,-0.0025396999999999998
11849,"Garaina, Papua New Guinea: Garaina Airport",-7.875625,147.1412659
11850,"Gap, France: Gap Tallard",44.454500700000004,6.038215630096508
11851,"Guwahati, India: Lokpriya Gopinath Bordoloi International",26.11137225,91.58297415485129
11852,"Gangaw, Burma: Gangaw Airport",22.1750007,94.1336688
11853,"Gaya, India: Gaya Airport",11.8892109,3.4260472
11854,"Suffolk, United Kingdom: Wattisham",52.12444770000001,0.9567145157592613
11855,"Goose Bay, AK: Goose Bay AAF",,
11856,"Great Bend, KS: Great Bend Municipal",38.347252600000004,-98.8503743
11857,"Gaborone, Botswana: Sir Seretse Khama International",-24.553736899999997,25.924326460515005
11858,"Galesburg, IL: Galesburg Municipal",40.93881029999999,-90.4324178887905
11859,"Galbraith Lake, AK: Galbraith Lake Airport",68.47888890000002,-149.49
11860,"Marie Galante, Guadeloupe: Marie Galante Airport",,
11861,"Gbangbatok, Sierra Leone: Gbangbatok Airport",7.81271795,-12.3776329062576
11862,"Great Barrington, MA: Walter J. Koladza",,
11863,"Khashm El Girba, Sudan: Khashm El Girba Airport",14.925000199999998,35.8779984
11864,"Guacamayas, Colombia: Guacamayas Airport",2.2833330000000003,-74.95
11865,"Gillette, WY: Gillette Campbell County",44.34685815,-105.5379261809093
11866,"Guernsey, United Kingdom: Guernsey Airport",49.4345733,-2.6035924770551206
11867,"Garden City, KS: Garden City Regional",37.92967115,-100.72643189287152
11868,"Grand Cayman, Cayman Islands: Owen Roberts International",19.29262115,-81.35854363791051
11869,"Grand Canyon, AZ: Grand Canyon National Park",35.952516100000004,-112.14520362936865
11870,"Greeneville, TN: Municipal",36.50493125,-101.81208006607905
11871,"Greenville, SC: Donaldson Field",,
11872,"Gode, Ethiopia: Gode Airport",5.9342919,43.576959
11873,"Golden Horn Lodge, AK: Golden Horn Lodge Seaplane Base",59.7398409,-158.8593156
11874,"Guadalajara, Mexico: Miguel Hidalgo Y Costilla International",,
11875,"Gardner, MA: Gardner Municipal",42.55139570000001,-72.01558746825279
11876,"Gdansk, Poland: Gdansk Lech Walesa",,
11877,"Gondar, Ethiopia: Gonder Atse Tewodros",12.51886,37.43160165480168
11878,"Grand Turk, Turks and Caicos Islands: JAGS McCartney International",21.44441545,-71.14172992600774
11879,"Glendive, MT: Dawson Community",47.13812935,-104.80864332732662
11880,"Gladwin, MI: Gladwin Zettel Memorial",43.970830799999995,-84.4754327
11881,"Magadan, Russia: Magadan Airport",59.9139381,150.72127925979427
11882,"Noumea, New Caledonia: Noumea Magenta",-22.25761285,166.47299068887037
11883,"Georgetown, DE: Delaware Coastal",38.688742600000005,-75.36027370000001
11884,"Spokane, WA: Spokane International",47.62004405,-117.54236665513882
11885,"Ganes Creek, AK: Ganes Creek Airport",63.1458333,-156.52972219999998
11886,"Santo Angelo, Brazil: Santo Angelo Airport",-28.283812199999996,-54.16450858741753
11887,"Oslo, Norway: Gardermoen",60.19785955,11.099657092998273
11888,"Georgetown, Guyana: Cheddi Jagan International",6.499469,-58.256560039524366
11889,"Nueva Gerona, Cuba: Rafael Cabrera",,
11890,"General Santos, Philippines: General Santos Airport",6.130412799999999,125.1992396
11891,"Geraldton, Australia: Geraldton Airport",-28.79957515,114.70368764816294
11892,"Gallivare, Sweden: Gallivare Airport",67.13305559999999,20.812222199999997
11893,"Greybull, WY: South Big Horn County",44.5180392,-108.083695988344
11894,"Shelbyville, IN: Shelbyville Municipal",39.58976405,-85.8029956037382
11895,"Great Falls, MT: Malmstrom AFB Heliport",,
11896,"Togiak Fish, AK: Togiak Fish Airport",,
11897,"Griffith, Australia: Griffith Airport",-34.252893349999994,146.0637590765334
11898,"Grand Forks, ND: Grand Forks International",47.9518219,-97.17447065299605
11899,"Glens Falls, NY: Floyd Bennett Memorial",43.34441695,-73.60711385747332
11900,"Grafton, Australia: Grafton Airport",-29.752186100000007,153.03149432219152
11901,"Bartica, Guyana: Bartica Airport",6.3627465999999995,-58.6486535
11902,"Granville, France: Granville Mont Saint Michel",,
11903,"Grootfontein, Namibia: Grootfontein Airport",-19.5968074,18.1252746
11904,"Georgetown, SC: Georgetown County",33.31429725,-79.31903466369694
11905,"Longview, TX: East Texas Regional",32.38381895,-94.71366357672932
11906,"Gagnoa, Cote d'Ivoire: Gagnoa Airport",6.1015526,-5.986181663438725
11907,"Moss Town, The Bahamas: Exuma International",23.5624053,-75.87650228984003
11908,"Glasgow, MT: Wokal Field Glasgow Valley County",48.2150307,-106.61346509999998
11909,"Ghardaia, Algeria: Noumerat Moufdi Zakaria",32.3857188,3.7943064705282272
11910,"Governors Harbour, The Bahamas: Governors Harbour Airport",25.27918445,-76.32368939425518
11911,"Great Harbour Cay, The Bahamas: Great Harbour Cay Airport",25.7383003,-77.8401031
11912,"Ghat, Libya: Ghat Airport",25.136303,10.146934964936644
11913,"Gualeguaychu, Argentina: Gualeguaychu Airport",-33.0103,-58.6131
11914,"Gibraltar, Gibraltar: Gibraltar Airport",36.15153235,-5.3487939792979216
11915,"Rio de Janeiro, Brazil: Galeao Antonio Carlos Jobim International",,
11916,"Gilgit, Pakistan: Gilgit Airport",35.9188598,74.3335016473025
11917,"Gisborne, New Zealand: Gisborne Airport",-38.6639081,177.97828688661414
11918,"Gizan, Saudi Arabia: Gizan Saudia Arabia",,
11919,"Guanaja Island, Honduras: Guanaja",16.445386300000003,-85.90685665015512
11920,"Guajara-Mirim, Brazil: Guajara Mirim",-12.4181201,-64.41964705989173
11921,"Grand Junction, CO: Grand Junction Regional",39.1234158,-108.5244492030662
11922,"Goroka, Papua New Guinea: Goroka Airport",-6.0840890000000005,145.39149517872497
11923,"Great Keppel Island, Australia: Bonnie Doon",,
11924,"Gulkana, AK: Gulkana Airport",62.154534999999996,-145.45182003437625
11926,"Station Nord, Greenland: Station Nord Airport",81.59966109999999,-16.67339969474271
11927,"Hyde Fjord, Greenland: Hyde Fjord Ice Strip",,
11928,"Glasgow, United Kingdom: Glasgow Airport",55.871944400000004,-4.433055599999999
11929,"Goodland, KS: Renner Field",,
11930,"Golfito, Costa Rica: Golfito Airport",8.6537039,-83.18165567859413
11931,"Greenville, MS: Greenville Mid Delta",,
11932,"Glen Innes, Australia: Glen Innes Airport",-29.675283500000003,151.69142549999998
11933,"Galcaio, Somalia: Gaalkacyo",6.6900962,47.4044885
11934,"Glenormiston, Australia: Glenormiston Airport",-22.8901443,138.82101519999998
11935,"Goulimime, Morocco: Goulimime Airport",,
11936,"Gloucester/Cheltenham, United Kingdom: Gloucestershire",51.8935972,-2.1644171
11937,"Glennallen, AK: Glennallen Airport",,
11938,"Gaylord, MI: Gaylord Regional",45.0136894,-84.70306509999999
11939,"Galveston, TX: Scholes International at Galveston",29.264117,-94.85847674490006
11940,"Gladstone, Australia: Gladstone Airport",-23.86951915,151.22385043997647
11941,"Golovin, AK: Golovin Airport",64.5433333,-163.0394444
11942,"Glasgow, KY: Glasgow Municipal",37.0318336,-85.952066
11943,"Gemena, Congo (Kinshasa): Gemena Airport",3.2356484,19.7716105
11944,"Guerima, Colombia: Guerima Airport",3.6290273,-70.3240514
11945,"Seoul, South Korea: Gimpo International",37.55902745,126.79329854389458
11946,"Granite Mountain, AK: Granite Mountain AS",33.0011339,-116.4697284
11947,"Greenville, SC: Greenville Downtown",34.8483,-82.3501
11948,"Hrodna, Belarus: Hrodna Airport",53.59821335,24.05050505161059
11949,"Grenoble, France: Grenoble Isere",45.36248165,5.330025458162087
11950,"Grenada, Grenada: Maurice Bishop International",12.0047984,-61.78567212577312
11951,"General Roca, Argentina: General Roca Airport",-39.00116195,-67.62001488168221
11952,"Goodnews Bay, AK: Goodnews",59.1184801,-161.5785768
11953,"Gainesville, FL: Gainesville Regional",29.69230675,-82.27600055013724
11954,"Genoa, Italy: Genova/Sestri",44.41270720000001,8.843503285615387
11955,"Goba, Ethiopia: Goba Airport",7.9443825,-11.7612102
11956,"Nuuk, Greenland: Nuuk Airport",64.1927724,-51.67788040878934
11957,"Goa, India: Goa Airport",15.3805015,73.8317012646639
11958,"Nizhniy Novgorod, Russia: Strigino",56.22965405,43.78413529382347
11959,"Gold Beach, OR: Gold Beach Municipal",42.4134,-124.4243
11960,"Goma, Congo (Kinshasa): Goma Airport",-1.66742815,29.23833148946968
11961,"New London/Groton, CT: Groton-New London",41.33232565,-72.04044294323806
11962,"Goondiwindi, Australia: Goondiwindi Airport",-28.522549199999997,150.32013316779674
11963,"Gorakhpur, India: Gorakhpur Airport",26.744188399999995,83.45189350000001
11964,"Gore, Ethiopia: Gore Airport",8.1594382,35.552288
11965,"Gosford, Australia: Gosford Airport",40.82908035,-79.48734184616791
11966,"Gothenburg, Sweden: Landvetter",57.66241475,12.287763001236742
11967,"Garoua, Cameroon: Garoua Airport",9.3372216,13.377202011034775
11968,"Gove, Australia: Gove Airport",-12.2702396,136.82163559999998
11969,"Gorna Oryahovitsa, Bulgaria: Gorna Oryahovitsa Airport",43.1499725,25.71784980602539
11970,"Guapi, Colombia: Guapi Airport",2.5750461,-77.895804
11971,"Grand Prairie, TX: Grand Prairie Municipal",32.69888645,-97.04636999595341
11972,"Galapagos Islands, Ecuador: Baltra",-0.4458077,-90.26953483546416
11973,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",30.40711375,-89.07143302103171
11974,"Grand Rapids, MN: Grand Rapids/Itasca County-Gordon Newstrom Field",,
11975,"Galion, OH: Horning",40.734124200000004,-82.751894
11976,"Gamarra, Colombia: Germania",5.1905709,-72.3177969
11977,"Green Bay, WI: Green Bay Austin Straubel International",44.47848805,-88.14362007159838
11978,"Greenwood, SC: Greenwood County",34.252980799999996,-82.1534853639532
11979,"Tacoma, WA: Gray AAF",,
11980,"Grand Island, NE: Central Nebraska Regional",40.97051495,-98.30753671710009
11981,"George, South Africa: George Airport",-34.00498085,22.375347907689385
11982,"Killeen, TX: Robert Gray AAF",,
11983,"Gerona, Spain: Gerona Costa Brava",41.90449465,2.7624260441626336
11984,"Gurupi, Brazil: Gurupi Airport",-11.7388502,-49.138682539814646
11985,"Groningen, Netherlands: Eelde",53.1294775,6.5868807
11986,"Grand Rapids, MI: Gerald R. Ford International",42.87661470000001,-85.53488239724246
11987,"Grosseto, Italy: Grosseto Airport",42.76071625,11.071339454682674
11988,"Sao Paulo, Brazil: Guarulhos Gov Andre Franco Montoro",,
11989,"Graciosa Island, Portugal: Graciosa Island Airport",39.091910299999995,-28.029757985826997
11990,"Granada, Spain: Granada Airport",12.0047984,-61.78567212577312
11991,"Graz, Austria: Graz Airport",46.98874805,15.440023285611248
11992,"Goldsboro, NC: Seymour Johnson AFB",,
11993,"Gothenburg, Sweden: Gothenburg City",,
11994,"Goshen, IN: Goshen Municipal",41.529200200000005,-85.79152176519817
11995,"Greensboro/High Point, NC: Piedmont Triad International",36.1031477,-79.94356850477837
11996,"Greer, SC: Greenville-Spartanburg International",34.8954456,-82.21722845651891
11997,"Gustavus, AK: Gustavus Airport",58.42377065,-135.70631132484405
11999,"Dallas/Fort Worth, TX: Greater Southwest International",,
12000,"San Jose, Guatemala: San Jose Airport",12.3616364,121.0446022168276
12001,"Genting, Malaysia: Genting Airport",14.5190011,121.01773757754091
12002,"Groote Island, Australia: Groote Eylandt",-13.9750004,136.46000669999998
12003,"Great Falls, MT: Great Falls International",47.4800263,-111.37557897482165
12004,"Sungei Tekai, Malaysia: Sungei Tekai Airport",,
12005,"Mount Cook, New Zealand: Glentanner",-43.9135374,170.1279389
12006,"Gorontalo, Indonesia: Djalaluddin",0.63804445,122.84368397851068
12007,"Columbus, MS: Golden Triangle Regional",33.4502,-88.59039859999999
12008,"Georgetown, TX: Georgetown Municipal",39.9436818,-81.89238130149599
12009,"Zlin, Czech Republic: Holesov",,
12010,"Guatemala City, Guatemala: La Aurora International",14.583244699999998,-90.52717477590076
12011,"Guerrero Negro, Mexico: Guerrero Negro Airport",28.024629200000003,-114.0207301
12012,"Gunnison, CO: Gunnison-Crested Butte Regional",38.53544265,-106.9332254960986
12013,"Goundam, Mali: Goundam Airport",16.3625833,-3.5989953000000003
12014,"Gunnedah, Australia: Gunnedah Airport",-30.95742505,150.2490524948672
12015,"Guiria, Venezuela: Almirante Cristobal Colon",10.573550099999999,-62.3130256
12016,"Guam, TT: Guam International",13.4864902,144.80206025352555
12017,"Gualaco, Honduras: Jicalapa",15.00649,-86.04941600000001
12018,"Gallup, NM: Gallup Municipal",35.5121172,-108.7879745
12019,"Guanare, Venezuela: Guanare Airport",9.0284724,-69.75492551307974
12020,"Alotau, Papua New Guinea: Gurney",-10.31070365,150.33610347138878
12021,"Peru, IN: Grissom ARB",40.6480816,-86.15204809999999
12022,"Gutersloh, Germany: Gutersloh Airport",,
12023,"Atyrau, Kazakhstan: Atyrau Airport",47.1218987,51.8213997
12024,"Guymon, OK: Guymon Municipal",36.6862466,-101.50283494634851
12025,"Guiratinga, Brazil: Guiratinga Airport",,
12026,"Geneva, Switzerland: Geneva Airport",46.23781635,6.108121245519259
12027,"Gordonville, VA: Gordonsville Municipal",38.15584025,-78.16613923323527
12028,"Gainesville, GA: Lee Gilmer Memorial",34.27240585,-83.82727571466117
12029,"Batavia, NY: Genesee County",43.030471,-78.1696480194992
12030,"Governador Valadares, Brazil: Coronel Altino Machado",-18.8983315,-41.9864373
12031,"Greenville, TX: Majors",33.0670789,-96.06625190000001
12032,"Grandview, MO: Richards/Gebaur AFB",,
12033,"Gavle, Sweden: Gavle Airport",60.5928618,16.95115381638249
12034,"Gwadar, Pakistan: Gwadar International",25.231983300000003,62.32820392695962
12035,"Gweru, Zimbabwe: Gweru Thornhill",-19.43904725,29.862645034049788
12038,"Gwalior, India: Gwalior Airport",26.2972939,78.22278188888617
12039,"Greenwood, MS: Greenwood/Leflore",33.4945655,-90.08619449999999
12040,"Gwinner, ND: Gwinner-Roger Melroe Field",,
12041,"Glenwood Springs, CO: Glenwood Springs Municipal",39.5075928,-107.30988190000001
12042,"Westerland-Sylt, Germany: Sylt",54.91098485000001,8.340362857656077
12044,"Galway, Ireland: Carnmore",53.30032235,-8.94087558809792
12045,"Sayun, Yemen: Sayun International",15.9659206,48.78895944265335
12046,"Mildenhall, United Kingdom: Mildenhall NAF",,
12047,"Coyhaique, Chile: Teniente Vidal",,
12048,"Yagoua, Cameroon: Yagoua Ville",10.3563758,15.2378592
12049,"Guayaramerin, Bolivia: Guayaramerin Airport",-10.8914535,-65.37820581324407
12050,"Baku, Azerbaijan: Baku Metropolitan Area",,
12051,"Guayaquil, Ecuador: Jose Joaquin de Olmedo International",-2.15634455,-79.88458960209616
12052,"Guaymas, Mexico: General Jose Maria Yanez International",27.96935015,-110.92353531675474
12053,"Goiania, Brazil: Santa Genoveva",-16.63388855,-49.215896679855824
12054,"Goodyear, AZ: Phoenix Goodyear",33.42278685,-112.3718511978045
12055,"Gary, IN: Gary/Chicago International",41.61782635,-87.41414025428602
12056,"Gizo, Solomon Islands: Gizo Airport",-8.0999822,156.86506062321428
12057,"Gaziantep, Turkey: Gaziantep Airport",36.9479318,37.47319308119735
12058,"Hamilton, AL: Marion County",32.2823981,-84.5040033
12059,"Hachijo Jima Island, Japan: Hachijo Jima Island Airport",,
12060,"Halmstad, Sweden: Halmstad Airport",56.69265085000001,12.820655511825054
12061,"Havasupai, AZ: Havasupai Airport",32.95488889999999,-111.76683329999999
12062,"Half Moon Bay, CA: Half Moon Bay Airport",37.5137286,-122.49836156681721
12063,"Moroni, Comoros: Prince Said Ibrahim",-11.53375855,43.27196873326025
12064,"Hannover, Germany: Hannover Airport",52.46144075,9.687236575826583
12065,"Haikou, China: Meilan",43.115815000000005,-7.466385514319298
12066,"Hamburg, Germany: Hamburg Airport",53.63636215,9.994550134684175
12067,"Hanoi, Vietnam: Noibai International",21.2190339,105.80449697964849
